
2.0,-1.0,-38.0,teleport
4.0,0.0,31.0,grass
4.0,0.0,30.0,grass
2.0,-1.0,30.0,teleport
4.0,0.0,29.0,grass
4.0,0.0,28.0,grass
3.0,0.0,-40.0,grass
3.0,0.0,-38.0,grass
3.0,0.0,-39.0,grass
3.0,0.0,-36.0,grass
3.0,0.0,-37.0,grass
24.0,0.0,4.0,grass
3.0,0.0,31.0,grass
3.0,0.0,30.0,grass
3.0,0.0,29.0,grass
3.0,0.0,28.0,grass
2.0,0.0,-40.0,grass
2.0,0.0,-38.0,grass
2.0,0.0,-39.0,grass
2.0,0.0,-36.0,grass
2.0,0.0,-37.0,grass
24.0,0.0,3.0,grass
3.0,0.0,5.0,grass
0.0,-1.0,-3.0,circuit
3.0,0.0,-4.0,grass
4.0,0.0,-3.0,grass
0.0,-1.0,3.0,color
6.0,0.0,-2.0,grass
-12.0,0.0,-1.0,grass
6.0,0.0,0.0,grass
-12.0,0.0,1.0,grass
3.0,0.0,4.0,grass
4.0,0.0,3.0,grass
6.0,0.0,2.0,grass
0.0,0.0,5.0,grass
2.0,0.0,5.0,grass
3.0,0.0,-3.0,grass
4.0,0.0,0.0,grass
2.0,0.0,-4.0,grass
0.0,-1.0,-2.0,wood
0.0,-1.0,2.0,water
4.0,0.0,-2.0,grass
0.0,0.0,4.0,grass
0.0,-1.0,0.0,metal
0.0,0.0,-4.0,grass
4.0,0.0,2.0,grass
2.0,0.0,4.0,grass
3.0,0.0,3.0,grass
25.0,0.0,4.0,grass
3.0,0.0,-2.0,grass
3.0,0.0,0.0,grass
2.0,0.0,-3.0,grass
6.0,0.0,1.0,grass
0.0,0.0,-3.0,grass
0.0,0.0,3.0,grass
3.0,0.0,2.0,grass
2.0,0.0,3.0,grass
6.0,0.0,-1.0,grass
1.0,0.0,5.0,grass
25.0,0.0,3.0,grass
0.0,0.0,0.0,grass
2.0,0.0,0.0,grass
1.0,0.0,4.0,grass
0.0,0.0,2.0,grass
0.0,-1.0,1.0,magma
0.0,0.0,-2.0,grass
1.0,0.0,-4.0,grass
0.0,-1.0,-1.0,sand
4.0,0.0,1.0,grass
2.0,0.0,2.0,grass
2.0,0.0,-2.0,grass
4.0,0.0,-1.0,grass
2.0,0.0,31.0,grass
0.0,0.0,31.0,grass
2.0,0.0,30.0,grass
0.0,0.0,30.0,grass
2.0,0.0,29.0,grass
0.0,0.0,29.0,grass
2.0,0.0,28.0,grass
0.0,0.0,28.0,grass
24.0,0.0,0.0,grass
24.0,0.0,2.0,grass
1.0,0.0,-40.0,grass
1.0,0.0,-38.0,grass
1.0,0.0,-39.0,grass
1.0,0.0,-36.0,grass
1.0,0.0,-37.0,grass
17.0,0.0,-32.0,grass
17.0,0.0,-31.0,grass
1.0,0.0,31.0,grass
-1.0,0.0,31.0,grass
17.0,0.0,-30.0,grass
1.0,0.0,30.0,grass
-1.0,0.0,30.0,grass
17.0,0.0,-29.0,grass
1.0,0.0,29.0,grass
-1.0,0.0,29.0,grass
6.0,0.0,5.0,grass
1.0,0.0,28.0,grass
-1.0,0.0,28.0,grass
6.0,0.0,-4.0,grass
6.0,0.0,4.0,grass
24.0,0.0,1.0,grass
-12.0,0.0,0.0,grass
-12.0,0.0,-2.0,grass
-17.0,0.0,23.0,grass
-12.0,-1.0,-1.0,teleport
-17.0,0.0,22.0,grass
-17.0,0.0,21.0,grass
-17.0,0.0,20.0,grass
4.0,0.0,5.0,grass
0.0,-1.0,5.0,teleport
-17.0,0.0,19.0,grass
-17.0,0.0,18.0,grass
4.0,0.0,-4.0,grass
0.0,-1.0,-4.0,brick
4.0,0.0,4.0,grass
0.0,-1.0,4.0,grass
6.0,0.0,-3.0,grass
6.0,0.0,3.0,grass
-45.0,0.0,-24.0,grass
-45.0,0.0,-23.0,grass
-45.0,0.0,-22.0,grass
-45.0,0.0,-21.0,grass
-45.0,0.0,-20.0,grass
-45.0,0.0,-19.0,grass
-45.0,0.0,-18.0,grass
-44.0,0.0,-24.0,grass
29.0,0.0,0.0,grass
29.0,0.0,2.0,grass
-44.0,0.0,-23.0,grass
-44.0,0.0,-22.0,grass
-44.0,0.0,-21.0,grass
-44.0,0.0,-20.0,grass
-44.0,0.0,-19.0,grass
-44.0,0.0,-18.0,grass
-11.0,-1.0,-33.0,teleport
30.0,0.0,19.0,grass
30.0,0.0,18.0,grass
30.0,0.0,17.0,grass
29.0,0.0,1.0,grass
-11.0,0.0,-32.0,grass
-11.0,0.0,-33.0,grass
-11.0,0.0,-31.0,grass
-47.0,0.0,-24.0,grass
-47.0,0.0,-23.0,grass
-47.0,0.0,-22.0,grass
-47.0,0.0,-21.0,grass
-47.0,0.0,-20.0,grass
-47.0,0.0,-19.0,grass
-47.0,0.0,-18.0,grass
-11.0,0.0,1.0,grass
-11.0,0.0,-1.0,grass
-46.0,0.0,-24.0,grass
-46.0,0.0,-23.0,grass
-46.0,0.0,-22.0,grass
-46.0,0.0,-21.0,grass
-46.0,0.0,-20.0,grass
-46.0,0.0,-19.0,grass
-46.0,0.0,-18.0,grass
-11.0,0.0,0.0,grass
-11.0,0.0,-2.0,grass
-41.0,0.0,-24.0,grass
-41.0,0.0,-23.0,grass
-41.0,0.0,-22.0,grass
-41.0,0.0,-21.0,grass
-41.0,0.0,-20.0,grass
-41.0,0.0,-19.0,grass
-41.0,0.0,-18.0,grass
41.0,0.0,-18.0,grass
41.0,0.0,-17.0,grass
41.0,0.0,-16.0,grass
5.0,0.0,31.0,grass
5.0,0.0,30.0,grass
41.0,0.0,-15.0,grass
5.0,0.0,29.0,grass
5.0,0.0,28.0,grass
28.0,0.0,4.0,grass
28.0,-1.0,2.0,teleport
42.0,-1.0,-17.0,teleport
28.0,0.0,3.0,grass
27.0,0.0,0.0,grass
27.0,0.0,2.0,grass
40.0,0.0,-18.0,grass
40.0,0.0,-17.0,grass
20.0,0.0,-32.0,grass
40.0,0.0,-16.0,grass
20.0,0.0,-31.0,grass
20.0,0.0,-30.0,grass
40.0,0.0,-15.0,grass
20.0,0.0,-29.0,grass
28.0,0.0,19.0,grass
28.0,0.0,18.0,grass
28.0,0.0,17.0,grass
27.0,0.0,1.0,grass
-20.0,0.0,23.0,grass
-20.0,0.0,22.0,grass
-20.0,0.0,21.0,grass
-20.0,0.0,20.0,grass
-20.0,0.0,19.0,grass
-20.0,0.0,18.0,grass
-10.0,0.0,-32.0,grass
-10.0,0.0,-33.0,grass
-10.0,0.0,-31.0,grass
-43.0,0.0,-24.0,grass
5.0,0.0,-3.0,grass
5.0,0.0,3.0,grass
7.0,0.0,-2.0,grass
7.0,0.0,0.0,grass
7.0,0.0,2.0,grass
-43.0,0.0,-23.0,grass
-43.0,0.0,-22.0,grass
-43.0,0.0,-21.0,grass
-43.0,0.0,-20.0,grass
-43.0,0.0,-19.0,grass
-43.0,0.0,-18.0,grass
43.0,0.0,-18.0,grass
43.0,0.0,-17.0,grass
43.0,0.0,-16.0,grass
5.0,0.0,-2.0,grass
5.0,0.0,0.0,grass
5.0,0.0,2.0,grass
43.0,0.0,-15.0,grass
29.0,0.0,4.0,grass
7.0,0.0,-1.0,grass
7.0,0.0,1.0,grass
-44.0,-1.0,-20.0,teleport
29.0,0.0,3.0,grass
5.0,0.0,-1.0,grass
5.0,0.0,1.0,grass
29.0,-1.0,18.0,teleport
-42.0,0.0,-24.0,grass
28.0,0.0,0.0,grass
28.0,0.0,2.0,grass
-42.0,0.0,-23.0,grass
-42.0,0.0,-22.0,grass
